work_id,_id,mp_id,mp_name,house,state,constituency,work_category,ida,work_description,recommendation_date,recommended_amount,status,has_payments,total_paid,payment_count,ls_term
133818,6a932bb5cd94452437a30791,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),Prevention of Agricultural Land Erosion and Flood at Tizit River,2026-01-12T00:00:00.000Z,,completed,,,,
225200,6a932bb5cd94452437a3190b,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),"Mon migration trail, a youth migration monitoring system developed by Mon District Police. To mitigate the various issues faced by youth who are migrating to various cities in search of livelihood opportunities. This app will assist them in getting access to timely help from law enforcement agencies when the need arises and will also address trafficking issues",2025-09-03T00:00:00.000Z,,completed,,,,
133816,6a932bb5cd94452437a30c4f,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Construction of Drainage,2025-07-08T00:00:00.000Z,,completed,,,,
133825,6a932bb5cd94452437a30de6,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Construction of Rest Camp,2025-07-08T00:00:00.000Z,,completed,,,,
133815,6a932bb5cd94452437a309d0,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,WOKHA(Deputy Commissioner Wokha_IDA),Construction of Community Hall,2025-05-05T00:00:00.000Z,,completed,,,,
133821,6a932bb5cd94452437a309cf,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,WOKHA(Deputy Commissioner Wokha_IDA),Construction of Waiting Shed,2025-05-05T00:00:00.000Z,,completed,,,,
133824,6a932bb5cd94452437a309d1,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,WOKHA(Deputy Commissioner Wokha_IDA),Construction of Rostrum,2025-05-05T00:00:00.000Z,,completed,,,,
133817,6a932bb5cd94452437a3084e,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),Construction of Drainage,2025-04-03T00:00:00.000Z,,completed,,,,
133820,6a932bb5cd94452437a309da,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,Tseminyu(Deputy Commissioner Tseminyu_IDA),Beautification of Village,2024-12-20T00:00:00.000Z,,completed,,,,
133814,6a932bb5cd94452437a30890,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of Cemetery Footsteps,2024-12-06T00:00:00.000Z,,completed,,,,
133819,6a932bb5cd94452437a30841,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,PEREN(Deputy Commissioner Peren_IDA),Upgradation of Computer Infrastructure at St. Xavier College,2024-12-02T00:00:00.000Z,,completed,,,,
56847,6a932bb5cd94452437a3079b,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,PEREN(Deputy Commissioner Peren_IDA),Construction of Public Toilet.,2024-12-02T00:00:00.000Z,,completed,,,,
133827,6a932bb5cd94452437a308d9,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,TUENSANG(Deputy Commissioner Tuensang_IDA),Water Tank at Tuensang Town Cemetery,2024-12-02T00:00:00.000Z,,completed,,,,
133828,6a932bb5cd94452437a30894,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),Upgradation of Weaving Infrastructure,2024-10-16T00:00:00.000Z,,completed,,,,
56788,6a932bb5cd94452437a3040b,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,KIPHIRE(Deputy Commissioner Kiphire_IDA),Construction of approach road to kithu paddy field (2.5kms),2024-08-14T00:00:00.000Z,,completed,,,,
56811,6a932bb5cd94452437a30110,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),Construction of Hall at Konjong School.,2024-08-14T00:00:00.000Z,,completed,,,,
56800,6a932bb5cd94452437a3010c,6a932b5ecd944524379ee2ca,Smt. S. Phangnon Konyak (2022-28),Rajya Sabha,Nagaland,Sitting Rajya Sabha,Normal/Others,MON(Deputy Commissioner Mon_IDA),Repair of approach road to Chingai ward,2024-08-14T00:00:00.000Z,,completed,,,,
193456,6a932bb5cd94452437a19a69,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),Construction of approach road from Kusuru to Limakumzuk residence,2026-01-18T00:00:00.000Z,,completed,,,,18.0
193458,6a932bb5cd94452437a189f0,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),Construction of road and drainage at Notun basti,2026-01-18T00:00:00.000Z,,completed,,,,18.0
193450,6a932bb5cd94452437a189ef,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),Construction of protection wall,2026-01-18T00:00:00.000Z,,completed,,,,18.0
193463,6a932bb5cd94452437a18d72,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),Construction of fishery pond at Aoyimti,2026-01-17T00:00:00.000Z,,completed,,,,18.0
193449,6a932bb5cd94452437a1977e,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,PHEK(Deputy Commissioner Phek_IDA),Extension of public ground,2026-01-14T00:00:00.000Z,,completed,,,,18.0
140302,6a932bb5cd94452437a1697a,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,PEREN(Deputy Commissioner Peren_IDA),Construction of drainage,2026-01-12T00:00:00.000Z,,completed,,,,18.0
140301,6a932bb5cd94452437a16979,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,PEREN(Deputy Commissioner Peren_IDA),Construction of drainage,2026-01-12T00:00:00.000Z,,completed,,,,18.0
140274,6a932bb5cd94452437a16978,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Construction of river embankment & water conservation plant at Kikha Kohima,2026-01-12T00:00:00.000Z,,completed,,,,18.0
193457,6a932bb5cd94452437a1844e,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of footstep and drainage at Mongoya ward,2025-07-25T00:00:00.000Z,,completed,,,,18.0
193459,6a932bb5cd94452437a1844d,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of retaining wall,2025-07-25T00:00:00.000Z,,completed,,,,18.0
193461,6a932bb5cd94452437a1844b,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of approach road from main road to Chuba residence,2025-07-25T00:00:00.000Z,,completed,,,,18.0
193460,6a932bb5cd94452437a1844c,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of protection wall,2025-07-25T00:00:00.000Z,,completed,,,,18.0
193455,6a932bb5cd94452437a1843b,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Improvement of Community Museum Longsa village,2025-07-23T00:00:00.000Z,,completed,,,,18.0
193464,6a932bb5cd94452437a18437,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of flood control embankment at Kayong,2025-07-23T00:00:00.000Z,,completed,,,,18.0
193454,6a932bb5cd94452437a18438,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Construction of approach road and drainage from Sungpanglemjen to School compound,2025-07-23T00:00:00.000Z,,completed,,,,18.0
193453,6a932bb5cd94452437a190a9,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Providing garbage collection and disposal systems,2025-07-18T00:00:00.000Z,,completed,,,,18.0
193451,6a932bb5cd94452437a17e78,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Clean and green Nagaland,2025-07-11T00:00:00.000Z,,completed,,,,18.0
193452,6a932bb5cd94452437a17f2c,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Purchase of Community Ambulance,2025-07-11T00:00:00.000Z,,completed,,,,18.0
140321,6a932bb5cd94452437a16a59,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Construction of drainage,2025-07-10T00:00:00.000Z,,completed,,,,18.0
140314,6a932bb5cd94452437a16931,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Conservation of Ecology & Environment,2025-05-20T00:00:00.000Z,,completed,,,,18.0
140327,6a932bb5cd94452437a177fe,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA),Health Camp,2025-04-28T00:00:00.000Z,,completed,,,,18.0
140289,6a932bb5cd94452437a16967,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,DIMAPUR(DEPUTY COMMISSIONER DIMAPUR_IDA),Construction of Sanitation facilities,2025-04-03T00:00:00.000Z,,completed,,,,18.0
140328,6a932bb5cd94452437a16991,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,MON(Deputy Commissioner Mon_IDA),Construction of road toward Tengjangpang fishery pond,2025-03-13T00:00:00.000Z,,completed,,,,18.0
140324,6a932bb5cd94452437a16775,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),Rearing of life stock,2025-03-13T00:00:00.000Z,,completed,,,,18.0
140322,6a932bb5cd94452437a169c0,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,KOHIMA(DEPUTY COMMISIONER_7),Construction of drainage,2025-03-01T00:00:00.000Z,,completed,,,,18.0
140323,6a932bb5cd94452437a1675e,6a932b5bcd944524379edf3a,S SUPONGMEREN JAMIR,Lok Sabha,Nagaland,NAGALAND,Normal/Others,Chumoukedima(Deputy Commissioner Chumoukedima_IDA),Construction of fishery pond,2025-02-19T00:00:00.000Z,,completed,,,,18.0
