id,name,mpName,house,totalMPs,totalAllocated,totalExpenditure,utilizationPercentage,totalWorksCompleted,totalWorksRecommended,state
MAHABUBNAGAR,MAHABUBNAGAR,ARUNA. D. K,Lok Sabha,1,147000000.0,44232038.0,30.08982176870748,127,195,Telangana
CHELVELLA,CHELVELLA,KONDA VISHWESHWAR REDDY,Lok Sabha,1,233721420.96,57214092.0,24.479609855611756,180,339,Telangana
ADILABAD,ADILABAD,GODAM NAGESH,Lok Sabha,1,147000000.0,35717086.0,24.297337414965988,80,277,Telangana
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri B. Parthasaradhi Reddy (2022-28),Rajya Sabha,6,1004438493.22,214094602.0,21.31485436342266,294,513,Telangana
MEDAK,MEDAK,MADHAVANENI RAGHUNANDAN RAO,Lok Sabha,1,147000000.0,30484168.0,20.737529251700682,41,141,Telangana
ZAHIRABAD,ZAHIRABAD,SURESH KUMAR SHETKAR,Lok Sabha,1,147000000.0,28674768.0,19.506644897959184,64,291,Telangana
WARANGEL,WARANGEL,KADIYAM KAVYA,Lok Sabha,1,147000000.0,27189421.0,18.49620476190476,53,161,Telangana
KHAMMAM,KHAMMAM,RAMASAHAYAM RAGHURAM REDDY,Lok Sabha,1,147000000.0,21423748.0,14.573978231292518,18,194,Telangana
PEDDAPALLE,PEDDAPALLE,VAMSI KRISHNA GADDAM,Lok Sabha,1,148451721.11,16373473.0,11.029493546839754,9,62,Telangana
MALKAJGIRI,MALKAJGIRI,EATALA RAJENDER,Lok Sabha,1,327477390.86,34708670.0,10.598798869396854,29,268,Telangana
HYDERABAD,HYDERABAD,Asaduddin Owaisi,Lok Sabha,1,147000000.0,11172317.0,7.600215646258503,1,17,Telangana
NALGONDA,NALGONDA,KUNDURU RAGHUVEER,Lok Sabha,1,162952022.0,7766945.0,4.766399891619633,6,23,Telangana
SECUNDERABAD,SECUNDERABAD,Kishan Reddy Gangapuram,Lok Sabha,1,147000000.0,4754322.0,3.2342326530612246,0,38,Telangana
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri Gulam Ali (2022-28),Rajya Sabha,1,196063957.11,134033715.0,68.36224106443058,156,29,Jammu And Kashmir
UDHAMPUR,UDHAMPUR,Jitendra Singh,Lok Sabha,1,147000000.0,48296699.0,32.854897278911565,187,141,Jammu And Kashmir
JAMMU,JAMMU,Shri Jugal Kishore Sharma,Lok Sabha,1,147000000.0,30369749.0,20.659693197278912,45,169,Jammu And Kashmir
BARAMULLAH,BARAMULLAH,ABDUL RASHID SHEIKH,Lok Sabha,1,154773472.11,27714021.0,17.906182902134027,44,114,Jammu And Kashmir
ANANTNAG,ANANTNAG,MIAN ALTAF AHMAD,Lok Sabha,1,147000000.0,24523857.0,16.682895918367347,14,113,Jammu And Kashmir
SRINAGAR,SRINAGAR,AGA SYED RUHULLAH MEHDI,Lok Sabha,1,147000000.0,20822671.0,14.16508231292517,62,136,Jammu And Kashmir
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Gurwinder Singh Oberoi (2025-31),Rajya Sabha,4,294000000.0,0.0,0.0,0,34,Jammu And Kashmir
CHITTOOR,CHITTOOR,DAGGUMALLA PRASADA RAO,Lok Sabha,1,147000000.0,76341346.0,51.932888435374146,111,115,Andhra Pradesh
NELLORE,NELLORE,PRABHAKAR REDDY VEMIREDDY,Lok Sabha,1,147000000.0,73610054.0,50.074866666666665,124,34,Andhra Pradesh
ARAKU,ARAKU,Gumma Thanuja Rani,Lok Sabha,1,149458905.11,73149314.0,48.94276051745659,28,104,Andhra Pradesh
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri V. Vijayendra Prasad (2022-28),Rajya Sabha,1,196063957.11,90827947.0,46.325672672740026,74,121,Andhra Pradesh
AMALAPURAM,AMALAPURAM,GM Harish Balayogi,Lok Sabha,1,147000000.0,53533502.0,36.41734829931973,41,68,Andhra Pradesh
TIRUPATI,TIRUPATI,Maddila Gurumoorthy,Lok Sabha,1,180399007.0,64414143.0,35.706484238020224,110,181,Andhra Pradesh
NANDYAL,NANDYAL,DR BYREDDY SHABARI,Lok Sabha,1,150675889.11,50709419.0,33.65463399587435,70,129,Andhra Pradesh
SRIKAKULAM,SRIKAKULAM,Kinjarapu Ram Mohan Naidu,Lok Sabha,1,171200630.11,53576961.0,31.294838672950952,60,155,Andhra Pradesh
RAJAMPET,RAJAMPET,Midhun Reddy,Lok Sabha,1,178951477.11,55215327.0,30.854915473013723,178,317,Andhra Pradesh
ANANTAPUR,ANANTAPUR,AMBICA G LAKSHMINARAYANA VALMIKI,Lok Sabha,1,201899064.11,62202871.0,30.80889516462058,42,116,Andhra Pradesh
HINDUPUR,HINDUPUR,B K PARTHASARATHI,Lok Sabha,1,160491894.11,47797914.0,29.78213589232092,52,40,Andhra Pradesh
ELURU,ELURU,Putta Mahesh Kumar,Lok Sabha,1,147000000.0,43504398.0,29.59482857142857,54,60,Andhra Pradesh
KURNOOL,KURNOOL,BASTIPATI NAGARAJU PANCHALINGALA,Lok Sabha,1,159998515.11,44033277.0,27.521053535857405,143,65,Andhra Pradesh
KADAPA,KADAPA,Y S Avinash Reddy,Lok Sabha,1,156430260.11,40434883.0,25.848504612577283,57,243,Andhra Pradesh
GUNTUR,GUNTUR,Dr Chandra Sekhar Pemmasani,Lok Sabha,1,159774113.11,35682555.0,22.33312662823768,9,87,Andhra Pradesh
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Paka Venkata Satyanarayana (2025-28),Rajya Sabha,11,1301394990.01,258809225.0,19.887061728892263,224,434,Andhra Pradesh
ANAKAPALLE,ANAKAPALLE,C.M.RAMESH,Lok Sabha,1,202531656.11,36002667.0,17.776315906114966,20,75,Andhra Pradesh
VIZIANAGARAM,VIZIANAGARAM,Appalanaidu Kalisetti,Lok Sabha,1,147000000.0,22325622.0,15.187497959183673,36,67,Andhra Pradesh
BAPATLA,BAPATLA,Krishna Prasad Tenneti,Lok Sabha,1,167796849.11,17516616.0,10.43918052866231,6,118,Andhra Pradesh
RAJAHMUNDRY,RAJAHMUNDRY,Daggubati Purandeshwari,Lok Sabha,1,147000000.0,14394558.0,9.792216326530612,3,26,Andhra Pradesh
MACHILIPATNAM,MACHILIPATNAM,Balashowry Vallabbhaneni,Lok Sabha,1,147000000.0,14363941.0,9.77138843537415,9,52,Andhra Pradesh
KAKINADA,KAKINADA,TANGELLA UDAY SRINIVAS,Lok Sabha,1,199417886.76,16907864.0,8.47860955439201,6,16,Andhra Pradesh
ONGOLE,ONGOLE,Magunta Sreenivasulu Reddy,Lok Sabha,1,147000000.0,11878734.0,8.08077142857143,1,18,Andhra Pradesh
VISAKHAPATNAM,VISAKHAPATNAM,Sribharat MathuKumli,Lok Sabha,1,164841922.0,10903207.0,6.614341101895184,0,40,Andhra Pradesh
VIJAYAWADA,VIJAYAWADA,Sivanath Kesineni,Lok Sabha,1,147000000.0,6329561.0,4.305823809523809,1,28,Andhra Pradesh
NARASARAOPET,NARASARAOPET,Lavu Sri Krishna Devarayalu,Lok Sabha,1,174009663.11,2402685.0,1.3807767666794144,1,130,Andhra Pradesh
NARASAPURAM,NARASAPURAM,Bhupathiraju Srinivasa varma,Lok Sabha,1,147000000.0,0.0,0.0,0,1,Andhra Pradesh
SOUTH GOA,SOUTH GOA,CAPTAIN VIRIATO FERNANDES,Lok Sabha,1,147000000.0,48358008.0,32.89660408163265,47,86,Goa
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Sadanand Mhalu Shet Tanavade (2023-29),Rajya Sabha,1,171500000.0,37836353.99,22.062013988338194,10,32,Goa
NORTH GOA,NORTH GOA,Shripad Yesso Naik,Lok Sabha,1,147000000.0,15476370.0,10.528142857142857,1,110,Goa
HISAR,HISAR,JAI PARKASH,Lok Sabha,1,147000000.0,71088815.0,48.3597380952381,68,375,Haryana
BHIWANI MAHENDRAGARH,BHIWANI MAHENDRAGARH,Shri  Dharambir Singh,Lok Sabha,1,147000000.0,64374998.0,43.7925156462585,103,107,Haryana
KURUKSHETRA,KURUKSHETRA,NAVEEN JINDAL,Lok Sabha,1,147000000.0,61262363.0,41.6750768707483,113,88,Haryana
ROHTAK,ROHTAK,DEEPENDER SINGH HOODA,Lok Sabha,1,147000000.0,58916490.0,40.079244897959185,70,107,Haryana
SONEPAT,SONEPAT,SATPAL BRAHAMCHARI,Lok Sabha,1,147000000.0,35904950.0,24.42513605442177,19,212,Haryana
SIRSA,SIRSA,SELJA,Lok Sabha,1,147000000.0,26548478.0,18.060189115646256,59,251,Haryana
FARIDABAD,FARIDABAD,Krishan Pal Gurjar,Lok Sabha,1,147000000.0,23658961.0,16.094531292517004,6,76,Haryana
GURGAON,GURGAON,Rao Inderjit Singh,Lok Sabha,1,147000000.0,22744840.0,15.472680272108844,14,34,Haryana
KARNAL,KARNAL,MANOHAR LAL,Lok Sabha,1,147000000.0,16619897.0,11.30605238095238,1,19,Haryana
AMBALA,AMBALA,VARUN CHAUDHRY,Lok Sabha,1,255454264.0,28023758.0,10.97016646392718,3,154,Haryana
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Kartikeya Sharma (2022-28),Rajya Sabha,5,539000000.0,44876841.0,8.32594452690167,5,280,Haryana
IDUKKI,IDUKKI,Adv Dean Kuriakose,Lok Sabha,1,147000000.0,58754261.0,39.96888503401361,95,95,Kerala
KOLLAM,KOLLAM,Shri NK Premachandran,Lok Sabha,1,171477994.11,64475987.0,37.60015233128971,46,150,Kerala
ALAPPUZHA,ALAPPUZHA,K. C VENUGOPAL,Lok Sabha,1,147000000.0,44331588.0,30.157542857142854,37,52,Kerala
PALAKKAD,PALAKKAD,Vellalath Kochukrishnan Nair Sreekandan,Lok Sabha,1,167807990.11,50584788.0,30.14444542649078,98,107,Kerala
THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,Dr Shashi Tharoor,Lok Sabha,1,147000000.0,41754577.0,28.404474149659865,40,74,Kerala
WAYANAD,WAYANAD,Priyanka Gandhi Vadra,Lok Sabha,1,122500000.0,34714501.0,28.338368163265304,10,81,Kerala
MAVELIKKARA,MAVELIKKARA,Shri Suresh Kodikunnil,Lok Sabha,1,172429519.11,41963456.0,24.336584719713656,58,133,Kerala
Sitting Rajya Sabha,Sitting Rajya Sabha,Dr. John Brittas (2021-27),Rajya Sabha,9,1861875105.0,398445536.0,21.40022899119219,318,1039,Kerala
MALAPPURAM,MALAPPURAM,E.T. MOHAMMED BASHEER,Lok Sabha,1,163895872.11,34451493.0,21.020354299635812,41,150,Kerala
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri C. Sadanandan Master (2025-31),Rajya Sabha,2,269563957.11,55206130.0,20.479789134966673,39,117,Kerala
KOTTAYAM,KOTTAYAM,ADV K FRANCIS GEORGE,Lok Sabha,1,188722256.11,37467974.0,19.853500467989925,53,298,Kerala
ATTINGAL,ATTINGAL,Adv Adoor Prakash ,Lok Sabha,1,147000000.0,28617364.0,19.46759455782313,108,337,Kerala
ALATHUR,ALATHUR,K RADHAKRISHNAN,Lok Sabha,1,147000000.0,28066021.0,19.092531292517005,15,171,Kerala
KASARAGOD,KASARAGOD,Shri Rajmohan Unnithan ,Lok Sabha,1,156754633.11,28932795.0,18.45737789434069,56,151,Kerala
PATHANAMTHITTA,PATHANAMTHITTA,Anto Antony,Lok Sabha,1,147000000.0,26984855.0,18.357044217687076,60,296,Kerala
KANNUR,KANNUR,Shri Kumbakudi Sudhakaran,Lok Sabha,1,147000000.0,26785182.0,18.22121224489796,61,232,Kerala
CHALAKUDY,CHALAKUDY,Shri Benny Behanan,Lok Sabha,1,164674770.11,28691022.0,17.42284017207668,13,157,Kerala
ERNAKULAM,ERNAKULAM,Shri Hibi Eden,Lok Sabha,1,162177260.11,24928980.0,15.37143985728419,18,94,Kerala
THRISSUR,THRISSUR,SURESH GOPI,Lok Sabha,1,147000000.0,16001891.0,10.885640136054421,15,75,Kerala
VADAKARA,VADAKARA,SHAFI PARAMBIL,Lok Sabha,1,147000000.0,15909800.0,10.822993197278912,15,228,Kerala
PONNANI,PONNANI,DR. M.P ABDUSSAMAD SAMADANI,Lok Sabha,1,170434031.11,15076499.0,8.845944029962807,48,276,Kerala
KOZHIKODE,KOZHIKODE,Shri M K Raghavan,Lok Sabha,1,147000000.0,9365325.0,6.3709693877551015,14,254,Kerala
MUMBAI NORTH-CENTRAL,MUMBAI NORTH-CENTRAL,GAIKWAD VARSHA EKNATH,Lok Sabha,1,147000000.0,92563767.0,62.96854897959183,0,57,Maharashtra
AMRAVATI,AMRAVATI,BALWANT BASWANT WANKHADE,Lok Sabha,1,198293678.0,93790658.0,47.298864465058735,51,116,Maharashtra
BHIWANDI,BHIWANDI,BALYA MAMA SURESH GOPINATH MHATRE,Lok Sabha,1,147000000.0,59848620.0,40.71334693877551,11,153,Maharashtra
RAIGAD,RAIGAD,Sunil Dattatray Tatkare,Lok Sabha,1,147000000.0,58660128.0,39.90484897959184,18,44,Maharashtra
MUMBAI NORTH WEST,MUMBAI NORTH WEST,RAVINDRA DATTARAM WAIKAR,Lok Sabha,1,147000000.0,53799122.0,36.59804217687075,0,67,Maharashtra
HINGOLI,HINGOLI,AASHTIKAR PATIL NAGESH BAPURAO,Lok Sabha,1,190289442.0,67522042.0,35.483861474563575,38,78,Maharashtra
AKOLA,AKOLA,ANUP SANJAY DHOTRE,Lok Sabha,1,147000000.0,51045667.0,34.724943537414966,41,59,Maharashtra
AURANGABAD,AURANGABAD,BHUMARE SANDIPANRAO ASARAM,Lok Sabha,1,147000000.0,50596352.0,34.41928707482993,27,65,Maharashtra
NASHIK,NASHIK,RAJABHAU,Lok Sabha,1,152878682.11,46498714.0,30.41543357009254,21,89,Maharashtra
PARBHANI,PARBHANI,Sanjay Haribhau Jadhav,Lok Sabha,1,147000000.0,40999822.0,27.89103537414966,28,56,Maharashtra
NAGPUR,NAGPUR,Nitin Jairam Gadkari,Lok Sabha,1,168195086.11,46558565.0,27.68128729370285,19,48,Maharashtra
NANDED,NANDED,CHAVAN VASANTRAO BALWANTRAO,Lok Sabha,2,147000000.0,39838293.0,27.100879591836737,26,115,Maharashtra
JALNA,JALNA,KALYAN VAIJINATHRAO KALE,Lok Sabha,1,147000000.0,39254291.0,26.70359931972789,19,42,Maharashtra
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Chandrakant Damodar Handore (2024-30),Rajya Sabha,17,2107011557.33,529346359.0,25.12308758622978,252,767,Maharashtra
MAVAL,MAVAL,Shrirang Appa Barne,Lok Sabha,1,147000000.0,35720911.0,24.29993945578231,32,75,Maharashtra
DINDORI,DINDORI,BHASKAR MURLIDHAR BHAGARE,Lok Sabha,1,147000000.0,34081627.0,23.184780272108842,19,100,Maharashtra
KOLHAPUR,KOLHAPUR,CHHATRAPATI SHAHU SHAHAJI,Lok Sabha,1,147000000.0,33696592.0,22.922851700680273,22,79,Maharashtra
BEED,BEED,BAJRANG MANOHAR SONWANE,Lok Sabha,1,165899107.19,37977152.0,22.8917157200284,20,80,Maharashtra
WARDHA,WARDHA,AMAR SHARADRAO KALE,Lok Sabha,1,147000000.0,32855968.0,22.35099863945578,29,79,Maharashtra
NANDURBAR,NANDURBAR,ADV GOWAAL KAGADA PADAVI,Lok Sabha,1,147816309.11,32041066.0,21.67627252562239,189,90,Maharashtra
MUMBAI NORTH,MUMBAI NORTH,Piyush Vedprakash Goyal,Lok Sabha,1,147000000.0,30848998.0,20.98571292517007,0,49,Maharashtra
MUMBAI SOUTH,MUMBAI SOUTH,Arvind Ganpat Sawant,Lok Sabha,1,147000000.0,28859509.0,19.63231904761905,14,46,Maharashtra
LATUR,LATUR,DR KALGE SHIVAJI BANDAPPA,Lok Sabha,1,147000000.0,28846420.0,19.623414965986395,26,89,Maharashtra
BARAMATI,BARAMATI,Smt Supriya Sadanand Sule,Lok Sabha,1,147000000.0,25041557.0,17.035072789115645,10,116,Maharashtra
AHMEDNAGAR,AHMEDNAGAR,NILESH DNYANDEV LANKE,Lok Sabha,1,147000000.0,23809461.0,16.19691224489796,12,73,Maharashtra
RATNAGIRI-SINDHUDURG,RATNAGIRI-SINDHUDURG,NARAYAN TATU RANE,Lok Sabha,1,147000000.0,22993974.0,15.642159183673469,25,70,Maharashtra
GADCHIROLI-CHIMUR,GADCHIROLI-CHIMUR,DR. KIRSAN NAMDEO,Lok Sabha,1,147000000.0,22599453.0,15.37377755102041,18,148,Maharashtra
OSMANABAD,OSMANABAD,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,Lok Sabha,1,184758519.11,27342263.0,14.798918681374138,29,164,Maharashtra
SHIRUR,SHIRUR,Amol Ramsing Kolhe,Lok Sabha,1,147000000.0,20561770.0,13.987598639455781,15,96,Maharashtra
SANGLI,SANGLI,VISHAL,Lok Sabha,1,147000000.0,19819890.0,13.482918367346938,11,73,Maharashtra
SHIRDI,SHIRDI,BHAUSAHEB RAJARAM WAKCHAURE,Lok Sabha,1,147000000.0,19420448.0,13.211189115646258,11,126,Maharashtra
YAVATMAL-WASHIM,YAVATMAL-WASHIM,Sanjay Uttamrao Deshmukh,Lok Sabha,1,185640423.0,24518118.0,13.207316382811731,23,101,Maharashtra
PUNE,PUNE,MURLIDHAR MOHOL,Lok Sabha,1,147000000.0,18945481.0,12.88808231292517,12,87,Maharashtra
SATARA,SATARA,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Lok Sabha,1,147000000.0,16135149.0,10.976291836734694,16,118,Maharashtra
DHULE,DHULE,BACHHAV SHOBHA DINESH,Lok Sabha,1,147000000.0,15115446.0,10.282616326530611,15,79,Maharashtra
CHANDRAPUR,CHANDRAPUR,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,Lok Sabha,1,147000000.0,14990871.0,10.197871428571428,7,69,Maharashtra
JALGAON,JALGAON,SMITA UDAY WAGH,Lok Sabha,1,148107373.11,14030677.0,9.473314329583951,9,1,Maharashtra
BHANDARA-GONDIYA,BHANDARA-GONDIYA,DR. PRASHANT YADAORAO PADOLE,Lok Sabha,1,159680283.39,14961080.0,9.369397199439678,8,144,Maharashtra
SOLAPUR,SOLAPUR,PRANITI SUSHILKUMAR SHINDE,Lok Sabha,1,147000000.0,8440395.0,5.741765306122449,2,122,Maharashtra
PALGHAR,PALGHAR,DR. HEMANT VISHNU SAVARA,Lok Sabha,1,147000000.0,8415952.0,5.725137414965986,1,84,Maharashtra
MUMBAI SOUTH CENTRAL,MUMBAI SOUTH CENTRAL,ANIL YESHWANT DESAI,Lok Sabha,1,147000000.0,7792570.0,5.301068027210885,0,34,Maharashtra
HATKANANGLE,HATKANANGLE,Dhairyasheel Sambhajirao Mane,Lok Sabha,1,147000000.0,7519206.0,5.115106122448979,4,13,Maharashtra
MADHA,MADHA,MOHITE PATIL DHAIRYASHEEL RAJSINH,Lok Sabha,1,195613601.7,8828612.0,4.513291470160585,41,218,Maharashtra
MUMBAI NORTH EAST,MUMBAI NORTH EAST,SANJAY DINA PATIL,Lok Sabha,1,147000000.0,5955517.0,4.0513721088435375,0,40,Maharashtra
RAVER,RAVER,Smt Raksha Nikhil Khadse,Lok Sabha,1,153112586.11,5871973.0,3.8350687877359895,3,6,Maharashtra
RAMTEK,RAMTEK,Shyamkumar,Lok Sabha,1,147000000.0,5141086.0,3.4973374149659864,1,34,Maharashtra
BULDHANA,BULDHANA,Prataprao Jadhav,Lok Sabha,1,147000000.0,1208028.0,0.8217877551020408,0,68,Maharashtra
KALYAN,KALYAN,Shrikant Eknath Shinde,Lok Sabha,1,147000000.0,325000.0,0.22108843537414968,0,2,Maharashtra
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri Ujjwal Deorao Nikam (2025-31),Rajya Sabha,1,73500000.0,0.0,0.0,0,0,Maharashtra
THANE,THANE,NARESH GANPAT MHASKE,Lok Sabha,1,147000000.0,0.0,0.0,0,0,Maharashtra
SUNDARGARH,SUNDARGARH,Shri Jual Oram,Lok Sabha,1,173096756.91,65790931.0,38.00818234521133,89,111,Odisha
KALAHANDI,KALAHANDI,MALVIKA DEVI,Lok Sabha,1,147000000.0,50804998.0,34.5612231292517,96,224,Odisha
KANDHAMAL,KANDHAMAL,SUKANTA KUMAR PANIGRAHI,Lok Sabha,1,190712424.11,54209040.0,28.424493188096157,148,202,Odisha
PURI,PURI,SAMBIT PATRA,Lok Sabha,1,147000000.0,38354750.0,26.09166666666667,548,175,Odisha
KORAPUT,KORAPUT,Saptagiri Sankar Ulaka,Lok Sabha,1,269500000.0,67850166.0,25.176313914656774,159,416,Odisha
CUTTACK,CUTTACK,Shri Bhartruhari Mahtab,Lok Sabha,1,147000000.0,36110567.0,24.56501156462585,86,397,Odisha
MAYURBHANJ,MAYURBHANJ,NABA CHARAN MAJHI,Lok Sabha,1,147563957.11,34422207.0,23.326974739732904,27,194,Odisha
BARGARH,BARGARH,PRADEEP PUROHIT,Lok Sabha,1,147000000.0,30901278.0,21.021277551020408,42,241,Odisha
BHUBANESWAR,BHUBANESWAR,Smt Aparajita Sarangi,Lok Sabha,1,147420861.41,30447444.0,20.653416150731204,47,230,Odisha
KEONJHAR,KEONJHAR,ANANTA NAYAK,Lok Sabha,1,147000000.0,29211360.0,19.871673469387755,17,323,Odisha
BHADRAK,BHADRAK,AVIMANYU SETHI,Lok Sabha,1,147000000.0,23107575.0,15.719438775510202,27,251,Odisha
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Ashwini Vaishnaw (2024-30),Rajya Sabha,10,1220576598.73,159408195.0,13.060073015152259,187,864,Odisha
KENDRAPARA,KENDRAPARA,BAIJAYANT PANDA,Lok Sabha,1,147000000.0,17127535.0,11.651384353741497,8,48,Odisha
JAGATSINGHPUR,JAGATSINGHPUR,BIBHU PRASAD TARAI,Lok Sabha,1,147000000.0,16233683.0,11.043321768707482,15,324,Odisha
NABARANGPUR,NABARANGPUR,BALABHADRA MAJHI,Lok Sabha,1,147413962.11,14970212.0,10.155219889435749,20,200,Odisha
ASKA,ASKA,ANITA SUBHADARSHINI,Lok Sabha,1,147000000.0,13418448.0,9.128195918367348,17,123,Odisha
SAMBALPUR,SAMBALPUR,DHARMENDRA PRADHAN,Lok Sabha,1,147000000.0,9704141.0,6.601456462585034,2,116,Odisha
JAJPUR,JAJPUR,RABINDRA NARAYAN BEHERA,Lok Sabha,1,147064617.11,9146086.0,6.219093470429394,3,190,Odisha
BOLANGIR,BOLANGIR,Smt Sangeeta Kumari Singh Deo,Lok Sabha,1,147000000.0,4193424.0,2.852669387755102,3,225,Odisha
DHENKANAL,DHENKANAL,RUDRA NARAYAN PANY,Lok Sabha,1,155013957.11,3039057.0,1.9605054000675848,0,79,Odisha
BALASORE,BALASORE,Pratap Chandra Sarangi,Lok Sabha,1,147064254.11,2525000.0,1.7169365970546246,10,117,Odisha
BERHAMPUR,BERHAMPUR,DR. PRADEEP KUMAR PANIGRAHY,Lok Sabha,1,147000000.0,0.0,0.0,0,111,Odisha
CHANDIGARH,CHANDIGARH,MANISH TEWARI,Lok Sabha,1,178351443.75,31091008.0,17.43243976403191,31,81,Chandigarh
Nominated Rajya Sabha,Nominated Rajya Sabha,Shri Satnam Singh Sandhu (2024-30),Rajya Sabha,1,147000000.0,9104144.0,6.193295238095238,4,20,Chandigarh
SOUTH DELHI,SOUTH DELHI,Ramvir Singh Bidhuri,Lok Sabha,1,147559100.0,28849836.0,19.551377041470165,41,82,Delhi
CHANDINI CHOWK,CHANDINI CHOWK,Praveen Khandelwal,Lok Sabha,1,147470276.0,26487847.0,17.961481946368636,35,34,Delhi
EAST DELHI,EAST DELHI,Harsh Malhotra,Lok Sabha,1,147134131.0,24390277.0,16.5768994822826,51,61,Delhi
NEW DELHI,NEW DELHI,Bansuri Swaraj,Lok Sabha,1,154306950.0,21775293.0,14.111673518269916,41,69,Delhi
NORTH EAST DELHI,NORTH EAST DELHI,Manoj Tiwari,Lok Sabha,1,225843858.0,28650238.0,12.685861042986609,6,17,Delhi
WEST DELHI,WEST DELHI,Kamaljeet Sehrawat,Lok Sabha,1,147000000.0,13075365.0,8.89480612244898,31,32,Delhi
Sitting Rajya Sabha,Sitting Rajya Sabha,Shri Narain Dass Gupta (2024-30),Rajya Sabha,3,492303496.11,41391082.0,8.407635193951903,27,129,Delhi
NORTH WEST DELHI,NORTH WEST DELHI,Yogendra Chandoliya,Lok Sabha,1,147876307.0,10961614.0,7.412691202790181,11,48,Delhi
Nominated Rajya Sabha,Nominated Rajya Sabha,Dr. Meenakshi Jain (2025-31),Rajya Sabha,1,73500000.0,0.0,0.0,0,10,Delhi
ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,BISHNU PADA RAY,Lok Sabha,1,147000000.0,15498347.0,10.543093197278912,0,27,Andaman And Nicobar Islands
LADAKH,LADAKH,Mohamed Haneefa,Lok Sabha,1,161114542.0,6009392.0,3.729888019667399,0,55,Ladakh
DAMAN and DIU,DAMAN and DIU,PATEL UMESHBHAI BABUBHAI,Lok Sabha,1,245063957.0,0.0,0.0,0,61,The Dadra And Nagar Haveli And Daman And Diu
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,Kalaben Mohanbhai Delkar,Lok Sabha,1,147000000.0,0.0,0.0,0,2,The Dadra And Nagar Haveli And Daman And Diu
