id,mpName,house,state,constituency,allocatedAmount,totalExpenditure,utilizationPercentage,completedWorksCount,recommendedWorksCount,completionRate,pendingWorks,unspentAmount,completedWorksValue,totalCompletedAmount,inProgressPayments,paymentGapPercentage
6a932b5ecd944524379ee223,Shri Baburam Nishad (2022-28),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,196063957.11,136082109.32,69.40699929036538,436,213,67.18027734976889,0,59981847.79000002,113334752.32,113334752.32,22747357.0,16.71590564966119
6a932b5bcd944524379edefa,Pradyut Bordoloi,Lok Sabha,Assam,NOWGONG,98000000.0,67647652.0,69.02821632653061,13,202,6.046511627906977,189,30352348.0,6630634.0,6630634.0,61017018.0,90.19827916569815
6a932b5ecd944524379ee2cb,Smt. Sadhna Singh (2024-30),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,147000000.0,101298179.0,68.91032585034014,5,13,27.77777777777778,8,45701821.0,82840596.0,82840596.0,18457583.0,18.22104126866881
6a932b5ecd944524379ee205,Dr. Sandeep Kumar Pathak (2022-28),Rajya Sabha,Punjab,Sitting Rajya Sabha,232203454.24,159803697.0,68.82055115116017,157,121,56.4748201438849,0,72399757.24000001,80659922.0,80659922.0,79143775.0,49.52562205115943
6a932b5bcd944524379ede03,Bhola Singh,Lok Sabha,Uttar Pradesh,BULANDSHAHR,147000000.0,101017522.0,68.71940272108844,142,148,48.96551724137931,6,45982478.0,70121237.0,70121237.0,30896285.0,30.58507513181723
6a932b5ecd944524379ee23b,Shri Gulam Ali (2022-28),Rajya Sabha,Jammu And Kashmir,Nominated Rajya Sabha,196063957.11,134033715.0,68.36224106443058,156,29,84.32432432432432,0,62030242.110000014,133429060.0,133429060.0,604655.0,0.4511215704198007
6a932b5bcd944524379edddb,ARUN BHARTI,Lok Sabha,Bihar,JAMUI,194924621.11,132883940.0,68.17196270193637,218,110,66.46341463414635,0,62040681.110000014,112774852.0,112774852.0,20109088.0,15.132820414566275
6a932b5ecd944524379ee21c,Shri Arun Singh (2020-26),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,223492764.11,151462382.0,67.77059767601797,46,65,41.44144144144144,19,72030382.11000001,50601635.0,50601635.0,100860747.0,66.5912853529532
6a932b5ecd944524379ee2a5,Shri Satish Chandra Dubey (2022-28),Rajya Sabha,Bihar,Sitting Rajya Sabha,235263957.11,159342825.0,67.7293823318196,162,92,63.77952755905512,0,75921132.11000001,128859487.0,128859487.0,30483338.0,19.13066245687561
6a932b5bcd944524379ede43,DR. LATA WANKHEDE,Lok Sabha,Madhya Pradesh,SAGAR,147000000.0,99315853.0,67.56180476190477,103,155,39.922480620155035,52,47684147.0,78629489.0,78629489.0,20686364.0,20.828864048522043
6a932b5ecd944524379ee2a3,Shri Sant Balbir Singh (2022-28),Rajya Sabha,Punjab,Sitting Rajya Sabha,196359074.44000003,131641205.41,67.0410602542459,206,165,55.525606469002696,0,64717869.03000003,98971956.0,98971956.0,32669249.409999996,24.81688716557309
6a932b5bcd944524379edf7f,Shri Tapir Gao,Lok Sabha,Arunachal Pradesh,ARUNACHAL EAST,147000000.0,98534470.0,67.03025170068028,106,58,64.63414634146342,0,48465530.0,94063491.0,94063491.0,4470979.0,4.537477087967287
6a932b5bcd944524379edf9b,SUDHAKAR SINGH,Lok Sabha,Bihar,BUXAR,185211956.54,123581875.0,66.72456644196735,98,106,48.03921568627451,8,61630081.53999999,97184694.0,97184694.0,26397181.0,21.36007484916376
6a932b5bcd944524379eddd5,ANOOP PRADHAN BALMIKI,Lok Sabha,Uttar Pradesh,HATHRAS,147000000.0,97915147.0,66.60894353741497,69,37,65.09433962264151,0,49084853.0,94261505.0,94261505.0,3653642.0,3.731436975731651
6a932b5ecd944524379ee246,Shri Jaggesh (2022-28),Rajya Sabha,Karnataka,Sitting Rajya Sabha,196063957.11,130587101.0,66.60433815825478,126,82,60.57692307692307,0,65476856.110000014,117216640.0,117216640.0,13370461.0,10.238730240286136
6a932b5bcd944524379edee3,NEERAJ MAURYA,Lok Sabha,Uttar Pradesh,AONLA,147000000.0,97488644.0,66.31880544217688,17,19,47.22222222222222,2,49511356.0,96558369.0,96558369.0,930275.0,0.9542393470976988
6a932b5bcd944524379edfae,THARANIVENTHAN M S,Lok Sabha,Tamil Nadu,ARANI,168337124.35,111315790.0,66.12670284693503,180,137,56.782334384858046,0,57021334.349999994,91405416.0,91405416.0,19910374.0,17.886387905974523
6a932b5bcd944524379ede96,KAMLESH JANGDE,Lok Sabha,Chhattisgarh,JANJGIR CHAMPA,150384382.11,99411941.0,66.10522954922556,254,90,73.83720930232558,0,50972441.110000014,78661679.0,78661679.0,20750262.0,20.87300759976108
6a932b5bcd944524379edf3f,SALENG A SANGMA,Lok Sabha,Meghalaya,TURA,147000000.0,97120000.0,66.06802721088435,130,218,37.35632183908046,88,49880000.0,51050000.0,51050000.0,46070000.0,47.43616144975288
6a932b5bcd944524379edf13,RAJ BHUSHAN CHOUDHARY,Lok Sabha,Bihar,MUZAFFARPUR,147000000.0,96375137.0,65.56131768707483,77,43,64.16666666666667,0,50624863.0,86773068.0,86773068.0,9602069.0,9.963222153448145
6a932b5bcd944524379edf1e,Rajkumar Chahar ,Lok Sabha,Uttar Pradesh,FATEHPUR SIKRI,147000000.0,96369831.0,65.5577081632653,45,5,90.0,0,50630169.0,95259092.0,95259092.0,1110739.0,1.1525795868626147
6a932b5bcd944524379edf34,RICHARD VANLALHMANGAIHA,Lok Sabha,Mizoram,MIZORAM,147000000.0,96361729.0,65.55219659863945,134,132,50.37593984962406,0,50638271.0,70434229.0,70434229.0,25927500.0,26.90642879602129
6a932b5bcd944524379ede3d,DR RANI SRI KUMAR,Lok Sabha,Tamil Nadu,TENKASI,153060922.82,99919930.0,65.28114959656037,102,58,63.74999999999999,0,53140992.81999999,86705685.0,86705685.0,13214245.0,13.224834124683635
6a932b5bcd944524379eddc0,AKSHAYA YADAV,Lok Sabha,Uttar Pradesh,FIROZABAD,147000000.0,95931875.0,65.25977891156462,37,6,86.04651162790698,0,51068125.0,87311813.0,87311813.0,8620062.0,8.98560775550358
6a932b5bcd944524379ede1a,CHHATRA PAL SINGH GANGWAR,Lok Sabha,Uttar Pradesh,BAREILLY,147000000.0,95712065.0,65.11024829931972,142,44,76.34408602150538,0,51287935.0,93623211.0,93623211.0,2088854.0,2.1824354118783247
6a932b5bcd944524379edec9,MANOJ KUMAR,Lok Sabha,Bihar,SASARAM,147000000.0,95686097.0,65.09258299319728,82,112,42.2680412371134,30,51313903.0,68255638.0,68255638.0,27430459.0,28.667131234331777
6a932b5bcd944524379edeec,Pankaj Chowdhary,Lok Sabha,Uttar Pradesh,MAHARAJGANJ,147000000.0,95676373.0,65.08596802721088,35,30,53.84615384615385,0,51323627.0,75335566.0,75335566.0,20340807.0,21.260010556629275
6a932b5bcd944524379ede9c,KARAN BHUSHAN SINGH,Lok Sabha,Uttar Pradesh,KAISERGANJ,147000000.0,95454825.0,64.93525510204081,33,75,30.555555555555557,42,51545175.0,46122700.0,46122700.0,49332125.0,51.68112245766518
6a932b5ecd944524379ee1fb,Dr. Kavita Patidar (2022-28),Rajya Sabha,Madhya Pradesh,Sitting Rajya Sabha,197118521.35,127377000.12,64.61949858777184,142,75,65.43778801843318,0,69741521.23000002,85554362.0,85554362.0,41822638.120000005,32.8337439887888
6a932b5bcd944524379ede71,Indra Hang Subba,Lok Sabha,Sikkim,SIKKIM,152003923.11,98023420.0,64.48742768899709,38,81,31.932773109243698,43,53980503.110000014,76962180.0,76962180.0,21061240.0,21.48592652653825
6a932b5ecd944524379ee24d,Shri K.R.N. Rajeshkumar (2022-28),Rajya Sabha,Tamil Nadu,Sitting Rajya Sabha,238513975.53,152999036.0,64.14678035533224,84,18,82.35294117647058,0,85514939.53,131487423.0,131487423.0,21511613.0,14.059966364755397
6a932b5bcd944524379edf59,SHER SINGH GHUBAYA,Lok Sabha,Punjab,FIROZPUR,147000000.0,94266196.0,64.12666394557823,361,34,91.39240506329114,0,52733804.0,88106251.0,88106251.0,6159945.0,6.53462774715127
6a932b5bcd944524379eddcf,ANGOMCHA BIMOL AKOIJAM,Lok Sabha,Manipur,INNER MANIPUR,147000000.0,93860392.0,63.85060680272109,21,29,42.0,8,53139608.0,45798053.0,45798053.0,48062339.0,51.2061988831242
6a932b5bcd944524379edf07,Prof SP Singh Baghel,Lok Sabha,Uttar Pradesh,AGRA,147000000.0,93200157.0,63.40146734693878,55,55,50.0,0,53799843.0,75214638.0,75214638.0,17985519.0,19.297734659395477
6a932b5bcd944524379ede7e,JITENDRA KUMAR DOHARE,Lok Sabha,Uttar Pradesh,ETAWAH,188747306.26,119571988.0,63.35030171783709,192,322,37.35408560311284,130,69175318.25999999,59111265.0,59111265.0,60460723.0,50.56428684618006
6a932b5ecd944524379ee28b,Shri Ramji Lal Suman (2024-30),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,147000000.0,93005621.0,63.26912993197279,29,35,45.3125,6,53994379.0,48424053.0,48424053.0,44581568.0,47.93427270379712
6a932b5bcd944524379ede59,GAIKWAD VARSHA EKNATH,Lok Sabha,Maharashtra,MUMBAI NORTH-CENTRAL,147000000.0,92563767.0,62.96854897959183,0,57,0.0,57,54436233.0,0.0,0.0,92563767.0,100.0
6a932b5bcd944524379edf02,PRAVEEN PATEL,Lok Sabha,Uttar Pradesh,PHULPUR,151559884.09,95102075.0,62.748843845463774,14,10,58.333333333333336,0,56457809.09,50524702.0,50524702.0,44577373.0,46.873186520903985
6a932b5bcd944524379edf87,SK NURUL ISLAM,Lok Sabha,West Bengal,BASIRHAT,49000000.0,30740105.0,62.7349081632653,7,26,21.21212121212121,19,18259895.0,13344497.0,13344497.0,17395608.0,56.58929271711987
6a932b5bcd944524379edf36,Rodmal Nagar ,Lok Sabha,Madhya Pradesh,RAJGARH,147000000.0,92107905.0,62.658438775510206,54,301,15.211267605633802,247,54892095.0,35993694.0,35993694.0,56114211.0,60.92225309000351
6a932b5bcd944524379edde9,AWADHESH PRASAD,Lok Sabha,Uttar Pradesh,FAIZABAD,147000000.0,92097873.0,62.65161428571429,108,106,50.467289719626166,0,54902127.0,81824252.0,81824252.0,10273621.0,11.15511212729093
6a932b5ecd944524379ee1f9,Dr. K. Laxman (2022-28),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,197637007.11,123809716.0,62.64500652506364,275,48,85.13931888544892,0,73827291.11000001,90523200.0,90523200.0,33286516.0,26.885221188941262
6a932b5bcd944524379edf22,RAKESH RATHOR,Lok Sabha,Uttar Pradesh,SITAPUR,147000000.0,91524162.0,62.261334693877544,21,50,29.577464788732392,29,55475838.0,32047044.0,32047044.0,59477118.0,64.985154412012
6a932b5bcd944524379edf4b,SARABJEET SINGH KHALSA,Lok Sabha,Punjab,FARIDKOT,150850348.15,93855473.0,62.21760450076893,227,389,36.85064935064935,162,56994875.150000006,49705480.0,49705480.0,44149993.0,47.04040328047785
6a932b5bcd944524379edf3d,SACHITHANANTHAM R,Lok Sabha,Tamil Nadu,DINDIGUL,147000000.0,91226196.0,62.05863673469387,50,84,37.3134328358209,34,55773804.0,59427935.0,59427935.0,31798261.0,34.85650218277215
6a932b5ecd944524379ee22b,Shri Chandrakant Damodar Handore (2024-30),Rajya Sabha,Maharashtra,Sitting Rajya Sabha,147000000.0,91048479.0,61.93774081632653,9,29,23.684210526315788,20,55951521.0,17902582.0,17902582.0,73145897.0,80.33730799610612
6a932b5bcd944524379ede1c,CHHOTELAL,Lok Sabha,Uttar Pradesh,ROBERTSGANJ,147000000.0,90952339.0,61.87233945578231,261,174,60.0,0,56047661.0,49140148.0,49140148.0,41812191.0,45.97154010519729
6a932b5bcd944524379edf72,Shri Karti P Chidambaram ,Lok Sabha,Tamil Nadu,SIVAGANGA,159049284.11,98344507.0,61.83272534064598,117,67,63.58695652173913,0,60704777.110000014,74356902.0,74356902.0,23987605.0,24.39140296874944
6a932b5bcd944524379ede33,Dinesh Chandra Yadav,Lok Sabha,Bihar,MADHEPURA,150070866.11,92486814.0,61.628760063401224,105,51,67.3076923076923,0,57584052.110000014,87211021.0,87211021.0,5275793.0,5.70437316610344
6a932b5ecd944524379ee20b,Dr. Sikander Kumar (2022-28),Rajya Sabha,Himachal Pradesh,Sitting Rajya Sabha,207863957.11,127603852.04,61.38815685707023,169,225,42.89340101522843,56,80260105.07000001,89654329.04,89654329.04,37949523.0,29.74010767958945
6a932b5bcd944524379edec3,Manickam Tagore B,Lok Sabha,Tamil Nadu,VIRUDHUNAGAR,147000000.0,90165437.0,61.33703197278911,69,19,78.4090909090909,0,56834563.0,73873945.0,73873945.0,16291492.0,18.068444563741203
6a932b5ecd944524379ee236,Shri Dorjee Tshering Lepcha (2024-30),Rajya Sabha,Sikkim,Sitting Rajya Sabha,150170726.11,91921040.0,61.21102453261621,85,33,72.03389830508475,0,58249686.110000014,84930114.0,84930114.0,6990926.0,7.605359991575378
6a932b5ecd944524379ee2af,Shri Tejveer Singh (2024-30),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,147000000.0,89900058.0,61.15650204081633,53,33,61.627906976744185,0,57099942.0,61465997.0,61465997.0,28434061.0,31.628523532209513
6a932b5ecd944524379ee28e,Shri Ratanjit Pratap Narain Singh (2024-30),Rajya Sabha,Uttar Pradesh,Sitting Rajya Sabha,147000000.0,89673432.0,61.00233469387754,83,42,66.4,0,57326568.0,76802551.0,76802551.0,12870881.0,14.353059443515
6a932b5bcd944524379edde6,Asit Kumar Mal ,Lok Sabha,West Bengal,BOLPUR,275694456.74,167302248.0,60.68393611474685,134,68,66.33663366336634,0,108392208.74,150323234.0,150323234.0,16979014.0,10.14870642981438
6a932b5bcd944524379edebf,MALAIYARASAN D,Lok Sabha,Tamil Nadu,KALLAKURICHI,201599593.0,121901141.0,60.46695788716201,198,191,50.899742930591266,0,79698452.0,119983247.0,119983247.0,1917894.0,1.5733191537559112
6a932b5bcd944524379edf46,Sanjay Seth ,Lok Sabha,Jharkhand,RANCHI,147064357.11,88234955.0,59.997511792747126,49,101,32.666666666666664,52,58829402.110000014,29564600.0,29564600.0,58670355.0,66.49332455601072
6a932b5bcd944524379ede3b,Dr Mohammad Jawed,Lok Sabha,Bihar,KISHANGANJ,148669229.11,89065400.0,59.90842929178083,130,74,63.725490196078425,0,59603829.110000014,83945400.0,83945400.0,5120000.0,5.748584747836983
6a932b5bcd944524379eddff,BHARTI PARDHI,Lok Sabha,Madhya Pradesh,BALAGHAT,154398389.01,92426127.0,59.86210581122954,80,85,48.48484848484848,5,61972262.00999999,44802146.0,44802146.0,47623981.0,51.52653534860332
6a932b5bcd944524379edf7b,Shri Satish Kumar Gautam ,Lok Sabha,Uttar Pradesh,ALIGARH,147000000.0,87713538.0,59.669073469387754,21,55,27.631578947368425,34,59286462.0,24736769.0,24736769.0,62976769.0,71.79823142010302
6a932b5bcd944524379edea2,Kiren Rijiju,Lok Sabha,Arunachal Pradesh,ARUNACHAL WEST,147000000.0,87533016.0,59.5462693877551,114,17,87.02290076335878,0,59466984.0,80040499.0,80040499.0,7492517.0,8.559646796587016
6a932b5bcd944524379ede31,Dileshwar Kamait ,Lok Sabha,Bihar,SUPAUL,150450930.89,89329681.0,59.37462830676142,46,85,35.11450381679389,39,61121249.889999986,60629237.0,60629237.0,28700444.0,32.128676245916516
6a932b5bcd944524379ede5d,Ganesan Selvam,Lok Sabha,Tamil Nadu,KANCHEEPURAM,186508749.11,110717216.0,59.36301461906255,273,177,60.66666666666667,0,75791533.11000001,96645925.0,96645925.0,14071291.0,12.709216785219745
6a932b5bcd944524379ede86,K E PRAKASH,Lok Sabha,Tamil Nadu,ERODE,147000000.0,87182728.0,59.30797823129251,141,101,58.26446280991735,0,59817272.0,78048880.0,78048880.0,9133848.0,10.476671480158316
6a932b5bcd944524379ede16,CHANDRA SHEKHAR,Lok Sabha,Uttar Pradesh,NAGINA,147000000.0,87033825.0,59.206683673469385,286,227,55.7504873294347,0,59966175.0,61564493.0,61564493.0,25469332.0,29.263716721630928
6a932b5bcd944524379ede7a,Janardan Mishra,Lok Sabha,Madhya Pradesh,REWA,147000000.0,86935425.0,59.139744897959176,1,106,0.9345794392523364,105,60064575.0,1125327.0,1125327.0,85810098.0,98.70555990265188
6a932b5bcd944524379eddb4,ADITYA YADAV,Lok Sabha,Uttar Pradesh,BADAUN,147000000.0,86893966.0,59.11154149659864,41,64,39.04761904761905,23,60106034.0,31363039.0,31363039.0,55530927.0,63.90653983960175
6a932b5bcd944524379ede1f,CN Annadurai,Lok Sabha,Tamil Nadu,TIRUVANNAMALAI,148579509.11,87500808.0,58.89157160643145,171,23,88.14432989690721,0,61078701.110000014,79786644.0,79786644.0,7714164.0,8.81610601812957
6a932b5bcd944524379edfa5,Suresh Kumar Kashyap,Lok Sabha,Himachal Pradesh,SHIMLA,153563957.11,90424211.0,58.88374635672346,83,446,15.689981096408316,363,63139746.110000014,21196476.0,21196476.0,69227735.0,76.55884882423801
6a932b5bcd944524379edfc3,VIRENDRA SINGH,Lok Sabha,Uttar Pradesh,CHANDAULI,147000000.0,86345853.0,58.73867551020409,13,22,37.142857142857146,9,60654147.0,60651663.0,60651663.0,25694190.0,29.757294771296085
6a932b5bcd944524379ededd,NALIN SOREN,Lok Sabha,Jharkhand,DUMKA,147364097.11,86550781.0,58.73261038297145,106,319,24.941176470588236,213,60813316.110000014,30263976.0,30263976.0,56286805.0,65.03327220120636
6a932b5bcd944524379edeaf,LALJI VERMA,Lok Sabha,Uttar Pradesh,AMBEDKAR NAGAR,147000000.0,86165424.0,58.61593469387755,61,202,23.19391634980989,141,60834576.0,45423544.0,45423544.0,40741880.0,47.283327939058246
6a932b5bcd944524379ede79,Jai Prakash,Lok Sabha,Uttar Pradesh,HARDOI,147000000.0,85755277.0,58.33692312925171,3,21,12.5,18,61244723.0,18939014.0,18939014.0,66816263.0,77.91504539131743
6a932b5ecd944524379ee268,Shri Mukul Wasnik (2022-28),Rajya Sabha,Rajasthan,Sitting Rajya Sabha,196063957.11,113851736.01,58.06867192123663,94,79,54.33526011560693,0,82212221.10000001,74795735.0,74795735.0,39056001.010000005,34.30426480854853
6a932b5bcd944524379edf28,RAMBHUAL NISHAD,Lok Sabha,Uttar Pradesh,SULTANPUR,151231957.11,87473694.0,57.84074720158199,6,46,11.538461538461538,40,63758263.110000014,54336205.0,54336205.0,33137489.0,37.88280508652121
