workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency
229682,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Repair and Renovation,Repair and Renovation,600000,Recommended,Recommended,2025-08-28T00:00:00.000Z,2025,Lok Sabha,18,0,True,591815,1,"Repairs to the OP Building at CHC Dhone, Nandyal District, covering essential civil works, roof and floor repairs, and painting to restore the building for safe use by patients and staff","Repairs to the OP Building at CHC Dhone, Nandyal District, covering essential civil works, roof and floor repairs, and painting to restore the building for safe use by patients and staff",,DR BYREDDY SHABARI,,NANDYAL
152252,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-11-13T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Formation of Road upto Gravel Surface from K.Manohar Reddy Fields to Kulaya Reddy Fields and other areas at B.Kottalapalli village and GP of Kondapuram Mandal,Formation of Road upto Gravel Surface from K.Manohar Reddy Fields to Kulaya Reddy Fields and other areas at B.Kottalapalli village and GP of Kondapuram Mandal,,Y S Avinash Reddy,,KADAPA
229765,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,496000,Recommended,Recommended,2025-08-29T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Motor and Pipe line at  Nagulaguttapalli Village,Chakrayapeta, Mandal","Providing Motor and Pipe line at  Nagulaguttapalli Village,Chakrayapeta, Mandal",,Y S Avinash Reddy,,KADAPA
169342,Andhra Pradesh,Andhra Pradesh,SRIKAKULAM,SRIKAKULAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,900000,Recommended,Recommended,2025-01-27T00:00:00.000Z,2025,Lok Sabha,18,0,True,718160,1,"Construction of Cremation Shed in Vadada village of Vadada GP, Gara mandal","Construction of Cremation Shed in Vadada village of Vadada GP, Gara mandal",,Kinjarapu Ram Mohan Naidu,,SRIKAKULAM
229778,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Normal/Others,Normal/Others,350000,Recommended,Recommended,2025-09-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Borewell, Pumpset and Water storage tank to Dhobighat at Neelampalli village of B.K.Samudram mandal","Providing Borewell, Pumpset and Water storage tank to Dhobighat at Neelampalli village of B.K.Samudram mandal",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR
1922,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2026-02-28T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,Construction of Compound wall to Burial Ground in Seethapuram Village and GP,Construction of Compound wall to Burial Ground in Seethapuram Village and GP,,Midhun Reddy,,RAJAMPET
230946,Andhra Pradesh,Andhra Pradesh,RAJAHMUNDRY,RAJAHMUNDRY,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,3000000,Recommended,Recommended,2025-09-23T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Library Building at Korukonda Village and Mandal,Construction of Library Building at Korukonda Village and Mandal,,Daggubati Purandeshwari,,RAJAHMUNDRY
169477,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-01-28T00:00:00.000Z,2025,Lok Sabha,18,0,True,1947249,1,"Construction of 4Th Floor to existing Multipurpose Hall at Vallurivari Street Powerpeta ,Eluru Municipal Corporation Eluru","Construction of 4Th Floor to existing Multipurpose Hall at Vallurivari Street Powerpeta ,Eluru Municipal Corporation Eluru",,Putta Mahesh Kumar,,ELURU
230964,Andhra Pradesh,Andhra Pradesh,VISAKHAPATNAM,VISAKHAPATNAM,Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),Normal/Others,Normal/Others,4000000,Recommended,Recommended,2025-09-02T00:00:00.000Z,2025,Lok Sabha,18,0,True,3198357,2,"Proposed renovation of ZPHS includes civil repair works and construction of a new floor, installation of safety grills and doors for the existing second floor, upgradation of classrooms, and increasing the ground level for the RO plant.","Proposed renovation of ZPHS includes civil repair works and construction of a new floor, installation of safety grills and doors for the existing second floor, upgradation of classrooms, and increasing the ground level for the RO plant.",,Sribharat MathuKumli,,VISAKHAPATNAM
152573,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,250000,Recommended,Recommended,2024-11-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Providing Borewell, Pipe Line & Motor in Kummarapalli (V), Odiveedu (G.P)","Providing Borewell, Pipe Line & Motor in Kummarapalli (V), Odiveedu (G.P)",,Midhun Reddy,,RAJAMPET
169611,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Normal/Others,Normal/Others,1050000,Recommended,Recommended,2025-01-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing R.O Plant with Water Coller at Gantyada Village of Gantyada Mandal.,Providing R.O Plant with Water Coller at Gantyada Village of Gantyada Mandal.,,Appalanaidu Kalisetti,,VIZIANAGARAM
175556,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Repair and Renovation,Repair and Renovation,4947034,Recommended,Recommended,2025-02-14T00:00:00.000Z,2025,Lok Sabha,18,0,True,3655060,1,"Repair and renovation of road from CPWD complex, Ranchi Tikrey Dairyfarm to Fisheries Quarter, Port Blair","Repair and renovation of road from CPWD complex, Ranchi Tikrey Dairyfarm to Fisheries Quarter, Port Blair",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
175561,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,1498887,Recommended,Recommended,2025-02-14T00:00:00.000Z,2025,Lok Sabha,18,0,True,1189292,1,"Construction of CC Motorable road between Govt. Primary School and Shri SK Singh house at Garacharma, Ward No.18, Port Blair","Construction of CC Motorable road between Govt. Primary School and Shri SK Singh house at Garacharma, Ward No.18, Port Blair",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
188528,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,1320600,Recommended,Recommended,2025-04-01T00:00:00.000Z,2025,Lok Sabha,18,0,True,803540,1,"Construction of CC drain from CPWD quarters to Fisheries Quarters via Sree Shaktivel Murugan Temple for a length of 350 mtrs at Ranci Tikrey, Dairy Farm, Ward No.9, SVP.","Construction of CC drain from CPWD quarters to Fisheries Quarters via Sree Shaktivel Murugan Temple for a length of 350 mtrs at Ranci Tikrey, Dairy Farm, Ward No.9, SVP.",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
260509,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2026-01-20T00:00:00.000Z,2026,Lok Sabha,18,0,False,0,0,"Development of Playground with chain link fencing and small stage with pre-fabricated steel roofing at Sunder Colony, Ward No.2, SVP","Development of Playground with chain link fencing and small stage with pre-fabricated steel roofing at Sunder Colony, Ward No.2, SVP",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS
899,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,390388,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of CC Road D. Narayana house to R&B road in Pullareddy Palli H/W (V), Anantha Samudram G.P. in Pullampeta Mandal.","Construction of CC Road D. Narayana house to R&B road in Pullareddy Palli H/W (V), Anantha Samudram G.P. in Pullampeta Mandal.",,Maddila Gurumoorthy,,TIRUPATI
1489,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc road from n16 road to kallepali venkataraju site of konthamuru,construction of cc road from n16 road to kallepali venkataraju site of konthamuru,,Gumma Thanuja Rani,,ARAKU
141551,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,490000,Recommended,Recommended,2024-09-18T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of WBM Road from Jimkalamitta SC Colony to Snam alloys Pvt. Link road at Jimkalamitta Village, Damalacheruvu GP of Pakala Mandal, Chandragiri Constituency.","Construction of WBM Road from Jimkalamitta SC Colony to Snam alloys Pvt. Link road at Jimkalamitta Village, Damalacheruvu GP of Pakala Mandal, Chandragiri Constituency.",,DAGGUMALLA PRASADA RAO,,CHITTOOR
161715,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,180000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Irugulam in Satyavedu Mandal.,Providing street lights and fixtures at Irugulam in Satyavedu Mandal.,,Maddila Gurumoorthy,,TIRUPATI
199552,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-19T00:00:00.000Z,2025,Lok Sabha,18,0,True,299331,1,Construction of CC Open Drain with cover slab from Mekapilla Guravaiah house to gonu Thirupalaiah house at Akkurthy HW Ho Akkurthy GP in Srikalahasthi Mandal.,Construction of CC Open Drain with cover slab from Mekapilla Guravaiah house to gonu Thirupalaiah house at Akkurthy HW Ho Akkurthy GP in Srikalahasthi Mandal.,,Maddila Gurumoorthy,,TIRUPATI
244057,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,263500,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Morasapenta Thanda Village, Veldurthi Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Morasapenta Thanda Village, Veldurthi Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
1416,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Repair and Renovation,Repair and Renovation,2500000,Recommended,Recommended,2025-07-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district","Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district",,B K PARTHASARATHI,,HINDUPUR
244059,Andhra Pradesh,Andhra Pradesh,NARASARAOPET,NARASARAOPET,Palnadu(District Collector Palnadu_IDA),Palnadu(District Collector Palnadu_IDA),Normal/Others,Normal/Others,189800,Recommended,Recommended,2025-10-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Pre-fabricated Shed for Installation of RO Water Plant in Goli Village, Rentachintala Mandal.","Construction of Pre-fabricated Shed for Installation of RO Water Plant in Goli Village, Rentachintala Mandal.",,Lavu Sri Krishna Devarayalu,,NARASARAOPET
195718,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-04-30T00:00:00.000Z,2025,Lok Sabha,18,0,True,500000,2,"Provision of safe drinking water and three phase power supply to Balapalatippa H O Erramatam GP, Kothapalli Mandal, Nandyal District. The area is facing acute water scarcity due to deep groundwater levels and insufficient solar-based supply. With a population of 135 in Janalagudem habitation, the existing infrastructure is inadequate. A borewell, pump set, and pipeline are essential to ensure uninterrupted water supply for public health and development.","Provision of safe drinking water and three phase power supply to Balapalatippa H O Erramatam GP, Kothapalli Mandal, Nandyal District. The area is facing acute water scarcity due to deep groundwater levels and insufficient solar-based supply. With a population of 135 in Janalagudem habitation, the existing infrastructure is inadequate. A borewell, pump set, and pipeline are essential to ensure uninterrupted water supply for public health and development.",,DR BYREDDY SHABARI,,NANDYAL
244987,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,650000,Recommended,Recommended,2025-11-04T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant at Roddam Village Mandal,Providing RO Plant at Roddam Village Mandal,,B K PARTHASARATHI,,HINDUPUR
161688,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Kondalacheruvu in Narayanavanam Mandal.,Providing street lights and fixtures at Kondalacheruvu in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
245077,Andhra Pradesh,Andhra Pradesh,NELLORE,NELLORE,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,True,299150,1,Construction of CC Road From Main Road to V.Ankaiah (H) in  ST  colony of Chakalikonda Village and GP Vinjamur  Mandal,Construction of CC Road From Main Road to V.Ankaiah (H) in  ST  colony of Chakalikonda Village and GP Vinjamur  Mandal,,PRABHAKAR REDDY VEMIREDDY,,NELLORE
196377,Andhra Pradesh,Andhra Pradesh,SRIKAKULAM,SRIKAKULAM,SRIKAKULAM(District Collector Srikakulam_IDA),SRIKAKULAM(District Collector Srikakulam_IDA),Normal/Others,Normal/Others,915000,Recommended,Recommended,2025-05-04T00:00:00.000Z,2025,Lok Sabha,18,0,True,906229,1,Providing Electrical Poles and Line in Korlakota GP Limits (7.50 lakh) and Kothavalasa GP Limits (1.65 lakh) of Amadalavalasa mandal,Providing Electrical Poles and Line in Korlakota GP Limits (7.50 lakh) and Kothavalasa GP Limits (1.65 lakh) of Amadalavalasa mandal,,Kinjarapu Ram Mohan Naidu,,SRIKAKULAM
245212,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,True,299787,1,Providing New Pumpset with accessories at Marrimakula Village and GP,Providing New Pumpset with accessories at Marrimakula Village and GP,,Midhun Reddy,,RAJAMPET
135658,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2024-08-13T00:00:00.000Z,2024,Lok Sabha,18,0,True,1753337,1,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,BT Road from Aragonda Main Road to Kondrajukalava Village and GP in Thavanampalli Mandal of Puthalapattu Constituency.,,DAGGUMALLA PRASADA RAO,,CHITTOOR
245220,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Development works to Existing Community Building Near Sai Baba Temple, Sai Nagar, Valmikipuram GP","Development works to Existing Community Building Near Sai Baba Temple, Sai Nagar, Valmikipuram GP",,Midhun Reddy,,RAJAMPET
196786,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,53000,Recommended,Recommended,2025-05-10T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Augumenatation of PWS Scheme at Vootupalle,  Thimmanayunipalle GP","Augumenatation of PWS Scheme at Vootupalle,  Thimmanayunipalle GP",,Midhun Reddy,,RAJAMPET
245357,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-10-31T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Formation of approach road with selected earth from D.No 52103 52106 upto Bore Point Chinnaranagapurm Village, Pulivendula Municipality, YSR District","Formation of approach road with selected earth from D.No 52103 52106 upto Bore Point Chinnaranagapurm Village, Pulivendula Municipality, YSR District",,Y S Avinash Reddy,,KADAPA
161690,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Thiruvatyam in Narayanavanam Mandal.,Providing street lights and fixtures at Thiruvatyam in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
245768,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing RO Plant with Infrastructure in Boyinavaripalem Village, Chirala Mandal","Providing RO Plant with Infrastructure in Boyinavaripalem Village, Chirala Mandal",,Krishna Prasad Tenneti,,BAPATLA
197236,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,150000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,True,148319,1,formation of gravell road with drainage at burja village at Eedubilli polinaidu house,formation of gravell road with drainage at burja village at Eedubilli polinaidu house,,Gumma Thanuja Rani,,ARAKU
245772,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Lab equipment in english communications lab at Government Polytechnic College, Addanki","Providing Lab equipment in english communications lab at Government Polytechnic College, Addanki",,Krishna Prasad Tenneti,,BAPATLA
830,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2024-09-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.","Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.",,Putta Mahesh Kumar,,ELURU
245774,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Lab equipment in Electronics and Communications Engineering Lab at Government Polytechnic college, Addanki","Providing Lab equipment in Electronics and Communications Engineering Lab at Government Polytechnic college, Addanki",,Krishna Prasad Tenneti,,BAPATLA
197238,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,200000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,formation of gravel road at burrial ground at venkatapuram village and providing rig borewell,formation of gravel road at burrial ground at venkatapuram village and providing rig borewell,,Gumma Thanuja Rani,,ARAKU
245777,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,1000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Community Hall in 15th Ward, beside ABM High School, Bapatla Municipality","Construction of Community Hall in 15th Ward, beside ABM High School, Bapatla Municipality",,Krishna Prasad Tenneti,,BAPATLA
161692,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,50000,Recommended,Recommended,2024-12-27T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Providing street lights and fixtures at Bramhanathangal in Narayanavanam Mandal.,Providing street lights and fixtures at Bramhanathangal in Narayanavanam Mandal.,,Maddila Gurumoorthy,,TIRUPATI
245779,Andhra Pradesh,Andhra Pradesh,BAPATLA,BAPATLA,Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Bapatla(DISTRICT COLLECTOR BAPATLA_IDA),Normal/Others,Normal/Others,3000000,Recommended,Recommended,2025-11-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Lab equipment in Computer science engineering lab at Government Polytechnic College, Addanki","Providing Lab equipment in Computer science engineering lab at Government Polytechnic College, Addanki",,Krishna Prasad Tenneti,,BAPATLA
197240,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Parvathipuram Manyam(District Collector Parvathipuram Manyam_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-05-07T00:00:00.000Z,2025,Lok Sabha,18,0,True,271619,1,construction of cc road at ballakristapuram village at rice mill,construction of cc road at ballakristapuram village at rice mill,,Gumma Thanuja Rani,,ARAKU
246192,Andhra Pradesh,Andhra Pradesh,ONGOLE,ONGOLE,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),Normal/Others,Normal/Others,1630000,Recommended,Recommended,2025-11-04T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing John Deere 50450 Model Tractor, Agri Bull Loader and Backhoe to Tangutur Gram Panchayat of Tangutur Mandal","Providing John Deere 50450 Model Tractor, Agri Bull Loader and Backhoe to Tangutur Gram Panchayat of Tangutur Mandal",,Magunta Sreenivasulu Reddy,,ONGOLE
135771,Andhra Pradesh,Andhra Pradesh,KADAPA,KADAPA,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,496000,Recommended,Recommended,2024-08-20T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Laying of inspection track from Km 2.260 to km 2.900 of Cherlopalli Minor of Gurijala distributory near Bidinamcherla (V) of Simhadripuram (M), YSR District","Laying of inspection track from Km 2.260 to km 2.900 of Cherlopalli Minor of Gurijala distributory near Bidinamcherla (V) of Simhadripuram (M), YSR District",,Y S Avinash Reddy,,KADAPA
246500,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Eluru(DISTRICT COLLECTOR ELURU_IDA),Eluru(DISTRICT COLLECTOR ELURU_IDA),Repair and Renovation,Repair and Renovation,400000,Recommended,Recommended,2025-11-10T00:00:00.000Z,2025,Lok Sabha,18,0,True,397594,1,Renovation of Mens Toilets and Providing running water facilities to toilets in Collectorate Compound in Eluru District,Renovation of Mens Toilets and Providing running water facilities to toilets in Collectorate Compound in Eluru District,,Putta Mahesh Kumar,,ELURU
