workId,state,state_hi,district,district_hi,location,location_hi,category,category_hi,estimated_cost,status,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency,standard_cost,work_date,rec_dt,aging_days
1359,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-06-16T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing internal CC Road from Rayachoti Acthamma House to Pasupuleti Venkata Subbamma house at Vadde Colony of H.Kothapalli GP of Rajampet Mandal.,Providing internal CC Road from Rayachoti Acthamma House to Pasupuleti Venkata Subbamma house at Vadde Colony of H.Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI,450000,2025-06-16T00:00:00.000Z,2025-06-16 00:00:00+00:00,442
1412,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,420000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing water supply to SV Puram (Near Toll plaza) Ho SV Puram GP in Vadamalapeta Mandal.,Providing water supply to SV Puram (Near Toll plaza) Ho SV Puram GP in Vadamalapeta Mandal.,,Maddila Gurumoorthy,,TIRUPATI,420000,2025-06-28T00:00:00.000Z,2025-06-28 00:00:00+00:00,430
993,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-26T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"4. Development of CC Road from Chakali Anjaneyudu House to Pinjari Moulali House in Chinnatekur Village, Kallur Mandal
Enhancing intra-village connectivity and improving access for local residents, promoting ease of travel","4. Development of CC Road from Chakali Anjaneyudu House to Pinjari Moulali House in Chinnatekur Village, Kallur Mandal
Enhancing intra-village connectivity and improving access for local residents, promoting ease of travel",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-26T00:00:00.000Z,2024-12-26 00:00:00+00:00,614
1403,Andhra Pradesh,Andhra Pradesh,ANAKAPALLE,ANAKAPALLE,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,998255,Recommended,Recommended,2025-06-27T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing of RCC Drain near apartment (RTPP Main road), in Potladurthy village of Yerraguntla Mandal.","Providing of RCC Drain near apartment (RTPP Main road), in Potladurthy village of Yerraguntla Mandal.",,C.M.RAMESH,,ANAKAPALLE,998255,2025-06-27T00:00:00.000Z,2025-06-27 00:00:00+00:00,431
1430,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,498015,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Formation of Road Takkalo R and B Road to Burial Grounds in Tokkolu Village and GP,Formation of Road Takkalo R and B Road to Burial Grounds in Tokkolu Village and GP,,Midhun Reddy,,RAJAMPET,498015,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
909,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Normal/Others,Normal/Others,1483285,Recommended,Recommended,2024-11-12T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of 1000 mm dia 4 Row RCC pipe Culvert in Km 0/0 to 0/2 in Approach Road to Iskapalli in Griddalur GP of Sydapuram Mandal.,Construction of 1000 mm dia 4 Row RCC pipe Culvert in Km 0/0 to 0/2 in Approach Road to Iskapalli in Griddalur GP of Sydapuram Mandal.,,Maddila Gurumoorthy,,TIRUPATI,1483285,2024-11-12T00:00:00.000Z,2024-11-12 00:00:00+00:00,658
1251,Andhra Pradesh,Andhra Pradesh,VIZIANAGARAM,VIZIANAGARAM,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-04-19T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing R.O. Water Plant at Yadavakunta Village,Gotur Panchayat,Thondur Mandal in YSR Cuddpah District","Providing R.O. Water Plant at Yadavakunta Village,Gotur Panchayat,Thondur Mandal in YSR Cuddpah District",,Appalanaidu Kalisetti,,VIZIANAGARAM,500000,2025-04-19T00:00:00.000Z,2025-04-19 00:00:00+00:00,500
228040,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,3200000,Recommended,Recommended,2025-08-21T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Purchase and supply of 5 KL Septic tank suction truck for cleaning of septic tanks of Tribals in Car Nicobar,Purchase and supply of 5 KL Septic tank suction truck for cleaning of septic tanks of Tribals in Car Nicobar,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,3200000,2025-08-21T00:00:00.000Z,2025-08-21 00:00:00+00:00,376
1410,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Obulapu Lakshmi Narasamma House to Meda Venu Gopal Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Obulapu Lakshmi Narasamma House to Meda Venu Gopal Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI,300000,2025-06-28T00:00:00.000Z,2025-06-28 00:00:00+00:00,430
1428,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,90000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Providing Try Motorised Battery Scooter to R Sahadeva Reddy, Koolivandlapalli Village Jangamvandlapalli GP  Mob 9000859785","Providing Try Motorised Battery Scooter to R Sahadeva Reddy, Koolivandlapalli Village Jangamvandlapalli GP  Mob 9000859785",,Midhun Reddy,,RAJAMPET,90000,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
896,Andhra Pradesh,Andhra Pradesh,MACHILIPATNAM,MACHILIPATNAM,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,250000,Recommended,Recommended,2024-10-28T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Installing community drinking water plant at Fransalian Vidyajyothi hostel, Nidadavolue, West Godavari District","Installing community drinking water plant at Fransalian Vidyajyothi hostel, Nidadavolue, West Godavari District",,Balashowry Vallabbhaneni,,MACHILIPATNAM,250000,2024-10-28T00:00:00.000Z,2024-10-28 00:00:00+00:00,673
1546,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-08-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"The proposed work involves the laying of Cement Concrete (CC) road in Parthasarathi Nagar,Ward No. 21 under Kurnool Municipal Corporation limits. The road construction will be carried out From Electric Pole No PSN-I-4-1 to Door No 87-324-1-A andFrom IMA Bhavan to Door No. 86-324-19","The proposed work involves the laying of Cement Concrete (CC) road in Parthasarathi Nagar,Ward No. 21 under Kurnool Municipal Corporation limits. The road construction will be carried out From Electric Pole No PSN-I-4-1 to Door No 87-324-1-A andFrom IMA Bhavan to Door No. 86-324-19",,DR BYREDDY SHABARI,,NANDYAL,1500000,2025-08-28T00:00:00.000Z,2025-08-28 00:00:00+00:00,369
1458,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,2462396,Recommended,Recommended,2025-07-23T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Constuction of Compound wall to Community hall at 19th ward, Hindupur","Constuction of Compound wall to Community hall at 19th ward, Hindupur",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR,2462396,2025-07-23T00:00:00.000Z,2025-07-23 00:00:00+00:00,405
901,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,400000,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC road from Narasimha swami temple to Botimidapalli to Yeguvareddypalli (V) in Pullampeta Mandal,Construction of CC road from Narasimha swami temple to Botimidapalli to Yeguvareddypalli (V) in Pullampeta Mandal,,Maddila Gurumoorthy,,TIRUPATI,400000,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
961,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-14T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Establishment of a mineral water plant in Thippayapalli village, Orvakal Mandal, to provide safe and clean drinking water. The project involves installing purification systems, conducting quality checks, and generating local employment, ensuring improved public health and sustainable water access for the community.","Establishment of a mineral water plant in Thippayapalli village, Orvakal Mandal, to provide safe and clean drinking water. The project involves installing purification systems, conducting quality checks, and generating local employment, ensuring improved public health and sustainable water access for the community.",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-14T00:00:00.000Z,2024-12-14 00:00:00+00:00,626
224538,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,2980219,Recommended,Recommended,2025-08-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Purchase of water tanker (12 or 09 KL capacity for distribution of water to the Tribal people in Car Nicobar,Purchase of water tanker (12 or 09 KL capacity for distribution of water to the Tribal people in Car Nicobar,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2980219,2025-08-03T00:00:00.000Z,2025-08-03 00:00:00+00:00,394
1184,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-03-24T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc drains,construction of cc drains,,Gumma Thanuja Rani,,ARAKU,500000,2025-03-24T00:00:00.000Z,2025-03-24 00:00:00+00:00,526
1301,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Normal/Others,Normal/Others,1500000,Recommended,Recommended,2025-05-12T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of a community hall at the district police office premises, Ananthapuram","Construction of a community hall at the district police office premises, Ananthapuram",,B K PARTHASARATHI,,HINDUPUR,1500000,2025-05-12T00:00:00.000Z,2025-05-12 00:00:00+00:00,477
187484,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),Normal/Others,Normal/Others,2899877,Recommended,Recommended,2025-03-28T00:00:00.000Z,2025,Lok Sabha,18,0,True,1350689,1,"Construction of Open Community Hall near Airport junction at Shibpur Ward No.3, Shipbur GP, Diglipur Tehsil","Construction of Open Community Hall near Airport junction at Shibpur Ward No.3, Shipbur GP, Diglipur Tehsil",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2899877,2025-03-28T00:00:00.000Z,2025-03-28 00:00:00+00:00,522
1361,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,499771,Recommended,Recommended,2025-06-16T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC Road from Bhuma Ramalinga Reddy house to Bhuma Siva Reddy house of W.Kothapalli village in Dornipadu Mandal, Nanyala District.","Construction of CC Road from Bhuma Ramalinga Reddy house to Bhuma Siva Reddy house of W.Kothapalli village in Dornipadu Mandal, Nanyala District.",,Maddila Gurumoorthy,,TIRUPATI,499771,2025-06-16T00:00:00.000Z,2025-06-16 00:00:00+00:00,442
1409,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,450000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Kuncham Srinivasulu House to Alakunta Venkata Subbamma House at Vadde Colony of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Kuncham Srinivasulu House to Alakunta Venkata Subbamma House at Vadde Colony of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI,450000,2025-06-28T00:00:00.000Z,2025-06-28 00:00:00+00:00,430
1411,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,300000,Recommended,Recommended,2025-06-28T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing Internal CC Road from Choppa Narasa Reddy House to Meda Raghava Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,Providing Internal CC Road from Choppa Narasa Reddy House to Meda Raghava Reddy House at Medavaripalli of H. Kothapalli GP of Rajampet Mandal.,,Maddila Gurumoorthy,,TIRUPATI,300000,2025-06-28T00:00:00.000Z,2025-06-28 00:00:00+00:00,430
188526,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),NORTH AND MIDDLE ANDAMAN(Implementing District Authority(N&MA)),Normal/Others,Normal/Others,2096539,Recommended,Recommended,2025-04-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Culvert near Bejoli Maiti house at Ward No.1, Madhupur Gram Panchayat, Diglipur","Construction of Culvert near Bejoli Maiti house at Ward No.1, Madhupur Gram Panchayat, Diglipur",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2096539,2025-04-01T00:00:00.000Z,2025-04-01 00:00:00+00:00,518
1416,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Ananthapuramu(DISTRICT COLLECTOR ANANTAPUR_IDA),Repair and Renovation,Repair and Renovation,2500000,Recommended,Recommended,2025-07-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district","Repairs to Community Hall (Kanakadasu Bhavan) near Indiramma colony at Sno. 169-2D, 169-2E. Garudapuram village of Kalyanadurg Mandal of Ananthapuramu district",,B K PARTHASARATHI,,HINDUPUR,2500000,2025-07-01T00:00:00.000Z,2025-07-01 00:00:00+00:00,427
830,Andhra Pradesh,Andhra Pradesh,ELURU,ELURU,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Normal/Others,Normal/Others,2500000,Recommended,Recommended,2024-09-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.","Construction of Veterinary Hospital at A.V. Nagaram village of Thondangi mandal, Kakinada district.",,Putta Mahesh Kumar,,ELURU,2500000,2024-09-09T00:00:00.000Z,2024-09-09 00:00:00+00:00,722
1429,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Providing RO Plant in Janga Vandla Palli Village and GP,Providing RO Plant in Janga Vandla Palli Village and GP,,Midhun Reddy,,RAJAMPET,500000,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
1431,Andhra Pradesh,Andhra Pradesh,RAJAMPET,RAJAMPET,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-07-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,Construction of Pipe Culvert and Approach Roads in Vontimitta Village and GP,,Midhun Reddy,,RAJAMPET,500000,2025-07-06T00:00:00.000Z,2025-07-06 00:00:00+00:00,422
898,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,288926,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.","Construction of CC road from Ramulavari Gudi to Jandaman in A.Puthanavari Palli (V), Anantha samudram G.P.in Pullampeta Mandal.",,Maddila Gurumoorthy,,TIRUPATI,288926,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
1490,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-07T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,construction of cc road from nh16 road to kallepali venkataraju site of konthamuru,,Gumma Thanuja Rani,,ARAKU,500000,2025-08-07T00:00:00.000Z,2025-08-07 00:00:00+00:00,390
1488,Andhra Pradesh,Andhra Pradesh,ANANTAPUR,ANANTAPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-08-06T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of Compound wall to Community hall at 14th ward, Hindupur","Construction of Compound wall to Community hall at 14th ward, Hindupur",,AMBICA G LAKSHMINARAYANA VALMIKI,,ANANTAPUR,500000,2025-08-06T00:00:00.000Z,2025-08-06 00:00:00+00:00,391
900,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,399479,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,Construction of CC road from Raju house to Sivalayam in Pullampeta G.P.& Mandal.,,Maddila Gurumoorthy,,TIRUPATI,399479,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
902,Andhra Pradesh,Andhra Pradesh,TIRUPATI,TIRUPATI,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Normal/Others,Normal/Others,389748,Recommended,Recommended,2024-11-02T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,Construction of Ramulavari Gudi to R& B Road A.Oedipally (V) Anantha Samudram G.P.in Pullampeta Mandal.,,Maddila Gurumoorthy,,TIRUPATI,389748,2024-11-02T00:00:00.000Z,2024-11-02 00:00:00+00:00,668
212474,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Normal/Others,Normal/Others,2756289,Recommended,Recommended,2025-06-25T00:00:00.000Z,2025,Lok Sabha,18,0,True,2288461,1,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,Con. of  black top road between main road near Govind Dutta House to Satsang Kendra for a length of 120 mtrs. Sub-work Con. of  Cement road for 120 mtrs.,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2756289,2025-06-25T00:00:00.000Z,2025-06-25 00:00:00+00:00,433
932,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Normal/Others,Normal/Others,500000,Recommended,Recommended,2024-12-09T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.","providing CC Road alongwith drains from Lakshmi Reddy to Krishna Reddy house, Guttapadu Village of Orvakal Mandal.",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-09T00:00:00.000Z,2024-12-09 00:00:00+00:00,631
962,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA),Repair and Renovation,Repair and Renovation,500000,Recommended,Recommended,2024-12-15T00:00:00.000Z,2024,Lok Sabha,18,0,False,0,0,"Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.","Repairs to the sluice of Appala Reddy Cheruvu in Palakolanu Village, Orvakal Mandal. The proposed work includes restoration and strengthening of the sluice structure to ensure proper water flow management, prevent leakage, and enhance the irrigation potential of the tank, benefiting the local agricultural community.",,DR BYREDDY SHABARI,,NANDYAL,500000,2024-12-15T00:00:00.000Z,2024-12-15 00:00:00+00:00,625
183102,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMANS(Implementing District Authority(SA)),SOUTH ANDAMANS(Implementing District Authority(SA)),Trust and Society,Trust and Society,4992971,Recommended,Recommended,2025-03-18T00:00:00.000Z,2025,Lok Sabha,18,0,True,2232133,1,"Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj","Con. Bore well with water tank (60000 Ltr capacity), boundary wall with gate, parking space, toilets with bathroom, drainage system, rain harvesting system at Sri Guruji Community Centre, Dollygunj",,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,4992971,2025-03-18T00:00:00.000Z,2025-03-18 00:00:00+00:00,532
1155,Andhra Pradesh,Andhra Pradesh,AMALAPURAM,AMALAPURAM,Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Kakinada(DISTRICT COLLECTOR KAKINADA_IDA),Repair and Renovation,Repair and Renovation,2000000,Recommended,Recommended,2025-03-01T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),Repairs and improvements to the Rope way bridge across Athreya Paya in Korangi (V) of Tallarevu (M),,GM Harish Balayogi,,AMALAPURAM,2000000,2025-03-01T00:00:00.000Z,2025-03-01 00:00:00+00:00,549
1199,Andhra Pradesh,Andhra Pradesh,ARAKU,ARAKU,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)","EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",Normal/Others,Normal/Others,500000,Recommended,Recommended,2025-03-25T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,"Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal","Construction of CC drainage at M.Mallavaram village, Gokavaram Mandal",,Gumma Thanuja Rani,,ARAKU,500000,2025-03-25T00:00:00.000Z,2025-03-25 00:00:00+00:00,525
224539,Andaman And Nicobar Islands,Andaman And Nicobar Islands,ANDAMAN AND NICOBAR ISLANDS,ANDAMAN AND NICOBAR ISLANDS,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),Normal/Others,Normal/Others,2000000,Recommended,Recommended,2025-08-03T00:00:00.000Z,2025,Lok Sabha,18,0,False,0,0,Purchase and supply of 01 No. Hearse Van for transportation of deceased bodies in Car Nicobar,Purchase and supply of 01 No. Hearse Van for transportation of deceased bodies in Car Nicobar,,BISHNU PADA RAY,,ANDAMAN AND NICOBAR ISLANDS,2000000,2025-08-03T00:00:00.000Z,2025-08-03 00:00:00+00:00,394
